locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_02297	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AHKFPPHE_02298	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
AHKFPPHE_02299	CDS	1077				hypothetical protein
AHKFPPHE_02300	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
AHKFPPHE_02301	CDS	1476	bepA_3	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
AHKFPPHE_02302	CDS	1062	nadA	2.5.1.72	COG0379	Quinolinate synthase A
AHKFPPHE_02303	tRNA	76				tRNA-Lys(ttt)
AHKFPPHE_02304	tRNA	76				tRNA-Lys(ttt)
AHKFPPHE_02305	CDS	747	cpoB		COG1729	Cell division coordinator CpoB
AHKFPPHE_02306	CDS	570	pal		COG2885	Peptidoglycan-associated lipoprotein
AHKFPPHE_02307	CDS	1323	tolB		COG0823	Protein TolB
AHKFPPHE_02308	CDS	1008				hypothetical protein
AHKFPPHE_02309	CDS	447	exbD		COG0848	Biopolymer transport protein ExbD
AHKFPPHE_02310	CDS	690	tolQ_1		COG0811	Protein TolQ
AHKFPPHE_02311	CDS	423	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
AHKFPPHE_02312	CDS	1032	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AHKFPPHE_02313	CDS	633	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AHKFPPHE_02314	CDS	528	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
AHKFPPHE_02315	CDS	1800	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
AHKFPPHE_02316	CDS	627	fabR_3		COG1309	HTH-type transcriptional repressor FabR
AHKFPPHE_02317	CDS	411				hypothetical protein
AHKFPPHE_02318	CDS	1347	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
AHKFPPHE_02319	CDS	990	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AHKFPPHE_02320	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
AHKFPPHE_02321	CDS	1032	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
AHKFPPHE_02322	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
AHKFPPHE_02323	CDS	1464	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
AHKFPPHE_02324	CDS	1356	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AHKFPPHE_02325	CDS	1875	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AHKFPPHE_02326	CDS	210	cspA		COG1278	Cold shock-like protein CspA
AHKFPPHE_02327	CDS	1695	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
AHKFPPHE_02328	CDS	498	decR		COG1522	DNA-binding transcriptional activator DecR
AHKFPPHE_02329	CDS	624				hypothetical protein
AHKFPPHE_02330	CDS	1734	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AHKFPPHE_02331	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AHKFPPHE_02332	CDS	492	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
AHKFPPHE_02333	CDS	786	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
AHKFPPHE_02334	CDS	189				hypothetical protein
AHKFPPHE_02335	CDS	1062	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
AHKFPPHE_02336	CDS	1773	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
AHKFPPHE_02337	CDS	426				hypothetical protein
AHKFPPHE_02338	CDS	627	tolQ_2		COG0811	Protein TolQ
AHKFPPHE_02339	CDS	2439				hypothetical protein
AHKFPPHE_02340	CDS	546				hypothetical protein
AHKFPPHE_02341	CDS	711	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AHKFPPHE_02342	CDS	1293	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
AHKFPPHE_02343	CDS	303				hypothetical protein
AHKFPPHE_02344	CDS	1002	aguA	3.5.3.12	COG2957	Agmatine deiminase
AHKFPPHE_02345	CDS	906		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
AHKFPPHE_02346	CDS	912				hypothetical protein
AHKFPPHE_02347	CDS	954	trxB	1.8.1.9	COG0492	Thioredoxin reductase
AHKFPPHE_02348	CDS	714	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
AHKFPPHE_02349	CDS	714	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
AHKFPPHE_02350	CDS	219	infA		COG0361	Translation initiation factor IF-1
AHKFPPHE_02351	CDS	2271	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
AHKFPPHE_02352	CDS	360	clpS			ATP-dependent Clp protease adapter protein ClpS
AHKFPPHE_02353	CDS	312				hypothetical protein
AHKFPPHE_02354	CDS	639	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
AHKFPPHE_02355	CDS	450	nudJ	3.6.1.-		Phosphatase NudJ
AHKFPPHE_02356	rRNA	108				5S ribosomal RNA
AHKFPPHE_02357	CDS	753	cheB_4	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
AHKFPPHE_02358	CDS	3516	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
AHKFPPHE_02359	CDS	507				hypothetical protein
AHKFPPHE_02360	CDS	1770	actP_1		COG4147	Cation/acetate symporter ActP
AHKFPPHE_02361	CDS	264				hypothetical protein
AHKFPPHE_02362	CDS	708	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
AHKFPPHE_02363	CDS	1917	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AHKFPPHE_02364	CDS	582	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
AHKFPPHE_02365	CDS	201				hypothetical protein
AHKFPPHE_02366	CDS	489	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
AHKFPPHE_02367	CDS	2199	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
AHKFPPHE_02368	CDS	627	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
AHKFPPHE_02369	CDS	558	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
AHKFPPHE_02370	CDS	693	mtnC	3.1.3.77		Enolase-phosphatase E1
AHKFPPHE_02371	CDS	1065				hypothetical protein
AHKFPPHE_02372	CDS	363				hypothetical protein
AHKFPPHE_02373	CDS	606		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
AHKFPPHE_02374	CDS	360	yfgD		COG1393	putative protein YfgD
AHKFPPHE_02375	CDS	462	resA_2			Thiol-disulfide oxidoreductase ResA
AHKFPPHE_02376	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AHKFPPHE_02377	CDS	954	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
AHKFPPHE_02378	CDS	1341	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AHKFPPHE_02379	CDS	1629	pyrG	6.3.4.2	COG0504	CTP synthase
AHKFPPHE_02380	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
AHKFPPHE_02381	CDS	1296	eno	4.2.1.11		Enolase
AHKFPPHE_02382	CDS	273	ftsB		COG2919	Cell division protein FtsB
AHKFPPHE_02383	CDS	699	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AHKFPPHE_02384	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AHKFPPHE_02385	CDS	1059	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
AHKFPPHE_02386	CDS	771	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
AHKFPPHE_02387	CDS	657	pcm_3	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AHKFPPHE_02388	CDS	975				hypothetical protein
AHKFPPHE_02389	CDS	768	nlpD			Murein hydrolase activator NlpD
AHKFPPHE_02390	CDS	999	rpoS			RNA polymerase sigma factor RpoS
AHKFPPHE_02391	CDS	576				hypothetical protein
AHKFPPHE_02392	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
AHKFPPHE_02393	CDS	717	rnfE		COG4660	Electron transport complex subunit RnfE
AHKFPPHE_02394	CDS	654	rsxG		COG4659	Electron transport complex subunit RsxG
AHKFPPHE_02395	CDS	1053	rsxD		COG4658	Electron transport complex subunit RsxD
AHKFPPHE_02396	CDS	1866	rsxC			Electron transport complex subunit RsxC
AHKFPPHE_02397	CDS	579	rsxB_1		COG2878	Electron transport complex subunit RsxB
AHKFPPHE_02398	CDS	582	rsxA		COG4657	Electron transport complex subunit RsxA
AHKFPPHE_02399	CDS	2037	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
AHKFPPHE_02400	CDS	1101	apbC_1		COG0489	Iron-sulfur cluster carrier protein
AHKFPPHE_02401	CDS	567	dcd	3.5.4.13		dCTP deaminase
AHKFPPHE_02402	CDS	600			COG3068	putative protein
AHKFPPHE_02403	CDS	1284	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
AHKFPPHE_02404	CDS	738				hypothetical protein
AHKFPPHE_02405	CDS	663	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
AHKFPPHE_02406	CDS	1065	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
AHKFPPHE_02407	CDS	1146				hypothetical protein
AHKFPPHE_02408	CDS	561	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
AHKFPPHE_02409	CDS	702	hda		COG0593	DnaA regulatory inactivator Hda
AHKFPPHE_02410	CDS	798	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AHKFPPHE_02411	CDS	336				hypothetical protein
AHKFPPHE_02412	CDS	840	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
AHKFPPHE_02413	CDS	2265				hypothetical protein
AHKFPPHE_02414	CDS	591	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
AHKFPPHE_02415	CDS	888				hypothetical protein
AHKFPPHE_02416	CDS	558	cobO_1	2.5.1.-	COG2096	Cobalamin adenosyltransferase
AHKFPPHE_02417	CDS	885	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AHKFPPHE_02418	CDS	2853	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AHKFPPHE_02419	CDS	162				hypothetical protein
AHKFPPHE_02420	CDS	231				hypothetical protein
AHKFPPHE_02421	CDS	513				hypothetical protein
AHKFPPHE_02422	CDS	1491	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
AHKFPPHE_02423	CDS	1104	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
AHKFPPHE_02424	CDS	1062	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
AHKFPPHE_02425	CDS	537				hypothetical protein
AHKFPPHE_02426	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
AHKFPPHE_02427	CDS	1242	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
AHKFPPHE_02428	CDS	198	csrA			Translational regulator CsrA
AHKFPPHE_02429	tRNA	90				tRNA-Ser(gct)
AHKFPPHE_02430	tRNA	77				tRNA-Arg(acg)
AHKFPPHE_02431	tRNA	77				tRNA-Arg(acg)
AHKFPPHE_02432	CDS	537				hypothetical protein
AHKFPPHE_02433	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
AHKFPPHE_02434	CDS	252	oadG	4.1.1.3		oxaloacetate decarboxylase gamma chain
AHKFPPHE_02435	CDS	1779		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
AHKFPPHE_02436	CDS	1323	oadB	4.1.1.3	COG1883	Oxaloacetate decarboxylase beta chain
AHKFPPHE_02437	CDS	3117	dnaE2	2.7.7.7		Error-prone DNA polymerase
AHKFPPHE_02438	CDS	1419	imuB			Protein ImuB
AHKFPPHE_02439	CDS	690				hypothetical protein
AHKFPPHE_02440	CDS	336		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
AHKFPPHE_02441	CDS	615	xerC_4			Tyrosine recombinase XerC
AHKFPPHE_02442	CDS	501				hypothetical protein
AHKFPPHE_02443	CDS	396				hypothetical protein
AHKFPPHE_02444	CDS	630				IS3 family transposase IS222
AHKFPPHE_02445	CDS	309				IS3 family transposase ISPsy24
AHKFPPHE_02446	CDS	333	emrE		COG2076	Multidrug transporter EmrE
AHKFPPHE_02447	CDS	618				hypothetical protein
AHKFPPHE_02448	CDS	1410	argH	4.3.2.1	COG0165	Argininosuccinate lyase
AHKFPPHE_02449	CDS	2445				hypothetical protein
AHKFPPHE_02450	CDS	180				hypothetical protein
AHKFPPHE_02451	CDS	165				hypothetical protein
AHKFPPHE_02452	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AHKFPPHE_02453	CDS	933	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
AHKFPPHE_02454	CDS	753				hypothetical protein
AHKFPPHE_02455	CDS	972	xerC_5		COG4973	Tyrosine recombinase XerC
AHKFPPHE_02456	CDS	234				hypothetical protein
AHKFPPHE_02457	CDS	2763	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
AHKFPPHE_02458	CDS	366				hypothetical protein
AHKFPPHE_02459	CDS	612				hypothetical protein
AHKFPPHE_02460	CDS	2211				hypothetical protein
AHKFPPHE_02461	CDS	660				hypothetical protein
AHKFPPHE_02462	CDS	1437	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AHKFPPHE_02463	CDS	1041				putative HTH-type transcriptional regulator
AHKFPPHE_02464	CDS	93				hypothetical protein
AHKFPPHE_02465	CDS	792	ybfF	3.1.-.-	COG0596	Esterase YbfF
AHKFPPHE_02466	CDS	1089				hypothetical protein
AHKFPPHE_02467	CDS	507				hypothetical protein
AHKFPPHE_02468	CDS	981		1.3.1.103		2-haloacrylate reductase
AHKFPPHE_02469	CDS	1866	nhaP2_1			K(+)/H(+) antiporter NhaP2
AHKFPPHE_02470	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AHKFPPHE_02471	CDS	1272				hypothetical protein
AHKFPPHE_02472	CDS	1158				hypothetical protein
AHKFPPHE_02473	CDS	1776	dmdC_5	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AHKFPPHE_02474	CDS	738				hypothetical protein
AHKFPPHE_02475	CDS	639	chrR		COG3806	Anti-sigma-E factor ChrR
AHKFPPHE_02476	CDS	603	rpoE_2		COG1595	ECF RNA polymerase sigma factor RpoE
AHKFPPHE_02477	CDS	1911	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
AHKFPPHE_02478	CDS	882	speE_2	2.5.1.16	COG0421	Polyamine aminopropyltransferase
AHKFPPHE_02479	CDS	195				hypothetical protein
AHKFPPHE_02480	CDS	1272	amtB			Ammonia channel
AHKFPPHE_02481	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
AHKFPPHE_02482	CDS	252	yqiC		COG2960	putative protein YqiC
AHKFPPHE_02483	CDS	1530	comM		COG0606	Competence protein ComM
AHKFPPHE_02484	CDS	726	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AHKFPPHE_02485	CDS	552				hypothetical protein
AHKFPPHE_02486	CDS	1149	hemN_2	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein
AHKFPPHE_02487	CDS	600	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
AHKFPPHE_02488	CDS	450				hypothetical protein
AHKFPPHE_02489	CDS	603	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
AHKFPPHE_02490	CDS	1149	metXS	2.3.1.46		Homoserine O-succinyltransferase
AHKFPPHE_02491	CDS	1965				hypothetical protein
AHKFPPHE_02492	CDS	585				hypothetical protein
AHKFPPHE_02493	CDS	834	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AHKFPPHE_02494	CDS	714	yggS		COG0325	Pyridoxal phosphate homeostasis protein
AHKFPPHE_02495	CDS	1035	pilT_2		COG2805	Twitching mobility protein
AHKFPPHE_02496	CDS	1122	pilT_3		COG2805	Twitching mobility protein
AHKFPPHE_02497	CDS	1467			COG2067	Putative outer membrane protein
AHKFPPHE_02498	CDS	363				hypothetical protein
AHKFPPHE_02499	CDS	2730	polA	2.7.7.7	COG0258	DNA polymerase I
AHKFPPHE_02500	CDS	339				hypothetical protein
AHKFPPHE_02501	CDS	417				hypothetical protein
AHKFPPHE_02502	CDS	693				hypothetical protein
AHKFPPHE_02503	CDS	639	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AHKFPPHE_02504	CDS	807	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AHKFPPHE_02505	CDS	717	rph	2.7.7.56	COG0689	Ribonuclease PH
AHKFPPHE_02506	CDS	870				hypothetical protein
AHKFPPHE_02507	CDS	879	uspE		COG0589	Universal stress protein E
AHKFPPHE_02508	CDS	633	gmk	2.7.4.8	COG0194	Guanylate kinase
AHKFPPHE_02509	CDS	213	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
AHKFPPHE_02510	CDS	2142	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
AHKFPPHE_02511	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AHKFPPHE_02512	CDS	870	yeeZ		COG0451	Protein YeeZ
AHKFPPHE_02513	CDS	960	oxyR			Hydrogen peroxide-inducible genes activator
AHKFPPHE_02514	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
AHKFPPHE_02515	CDS	894				hypothetical protein
AHKFPPHE_02516	CDS	459				hypothetical protein
AHKFPPHE_02517	CDS	2298	napA_1	1.7.99.4		Nitrate reductase
AHKFPPHE_02518	CDS	2802				hypothetical protein
AHKFPPHE_02519	CDS	1014				hypothetical protein
AHKFPPHE_02520	CDS	213				hypothetical protein
AHKFPPHE_02521	CDS	438				hypothetical protein
AHKFPPHE_02522	CDS	249				hypothetical protein
AHKFPPHE_02523	CDS	357	yfbR_1	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
AHKFPPHE_02524	CDS	1035			COG0330	putative protein
AHKFPPHE_02525	CDS	462				hypothetical protein
AHKFPPHE_02526	CDS	816	sadH	1.-.-.-		Putative oxidoreductase SadH
AHKFPPHE_02527	CDS	777	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
AHKFPPHE_02528	CDS	894				hypothetical protein
AHKFPPHE_02529	CDS	1107				putative HTH-type transcriptional regulator
AHKFPPHE_02530	CDS	408				hypothetical protein
AHKFPPHE_02531	CDS	1368	wax-dgaT	2.3.1.20		O-acyltransferase WSD
AHKFPPHE_02532	CDS	369	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
AHKFPPHE_02533	CDS	2532	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AHKFPPHE_02534	CDS	1230	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AHKFPPHE_02535	CDS	1299	nasR			Nitrate regulatory protein
AHKFPPHE_02536	CDS	825	cmpD	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
AHKFPPHE_02537	CDS	993	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
AHKFPPHE_02538	CDS	1365	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
AHKFPPHE_02539	CDS	2676	nasA	1.7.99.4		Nitrate reductase
AHKFPPHE_02540	CDS	663				hypothetical protein
AHKFPPHE_02541	CDS	393				hypothetical protein
AHKFPPHE_02542	CDS	189				hypothetical protein
AHKFPPHE_02543	CDS	519	hcpA		COG3157	Major exported protein
AHKFPPHE_02544	CDS	1740	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
AHKFPPHE_02545	CDS	849	focA		COG2116	putative formate transporter 1
AHKFPPHE_02546	CDS	738				hypothetical protein
AHKFPPHE_02547	CDS	411				hypothetical protein
AHKFPPHE_02548	CDS	396				hypothetical protein
AHKFPPHE_02549	CDS	786				hypothetical protein
AHKFPPHE_02550	CDS	765				hypothetical protein
AHKFPPHE_02551	CDS	1488	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
AHKFPPHE_02552	CDS	633				hypothetical protein
AHKFPPHE_02553	CDS	1008	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
AHKFPPHE_02554	CDS	678	metP		COG2011	Methionine import system permease protein MetP
AHKFPPHE_02555	CDS	783	metQ		COG1464	D-methionine-binding lipoprotein MetQ
AHKFPPHE_02556	CDS	1224				hypothetical protein
AHKFPPHE_02557	CDS	654		1.11.1.15		Peroxiredoxin
AHKFPPHE_02558	CDS	1362	alsT_2		COG1115	Amino-acid carrier protein AlsT
AHKFPPHE_02559	CDS	432				hypothetical protein
AHKFPPHE_02560	CDS	849	yeiG_1	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
AHKFPPHE_02561	CDS	2865	rssB_2			Regulator of RpoS
AHKFPPHE_02562	CDS	417	rcp1			Response regulator rcp1
AHKFPPHE_02563	CDS	1608	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_02564	CDS	540				hypothetical protein
AHKFPPHE_02565	CDS	882	cckA			Sensor kinase CckA
AHKFPPHE_02566	CDS	1125				hypothetical protein
AHKFPPHE_02567	CDS	1452	norM		COG0534	Multidrug resistance protein NorM
AHKFPPHE_02568	CDS	861				hypothetical protein
AHKFPPHE_02569	CDS	1395				hypothetical protein
AHKFPPHE_02570	CDS	579				hypothetical protein
AHKFPPHE_02571	CDS	723	polC_3	2.7.7.7		DNA polymerase III PolC-type
AHKFPPHE_02572	CDS	1875	guaB_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AHKFPPHE_02573	CDS	531	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
AHKFPPHE_02574	CDS	600	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AHKFPPHE_02575	CDS	1059	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
AHKFPPHE_02576	CDS	936	cobD		COG1270	Cobalamin biosynthesis protein CobD
AHKFPPHE_02577	CDS	1047	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
AHKFPPHE_02578	CDS	1821	btuB_3		COG4206	Vitamin B12 transporter BtuB
AHKFPPHE_02579	CDS	888	btuF		COG0614	Vitamin B12-binding protein
AHKFPPHE_02580	CDS	960	hmuU		COG0609	Hemin transport system permease protein HmuU
AHKFPPHE_02581	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
AHKFPPHE_02582	CDS	1272	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
AHKFPPHE_02583	CDS	4155				hypothetical protein
AHKFPPHE_02584	CDS	612	cobO_2	2.5.1.17		Cob(I)yrinic acid a,c-diamide adenosyltransferase
AHKFPPHE_02585	CDS	1470	cobQ			Cobyric acid synthase
AHKFPPHE_02586	CDS	702	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
AHKFPPHE_02587	CDS	420				hypothetical protein
AHKFPPHE_02588	CDS	597				hypothetical protein
AHKFPPHE_02589	CDS	669				hypothetical protein
AHKFPPHE_02590	CDS	762	cobS_2	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
AHKFPPHE_02591	CDS	1749	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AHKFPPHE_02592	CDS	669				hypothetical protein
AHKFPPHE_02593	CDS	963			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
AHKFPPHE_02594	CDS	552				hypothetical protein
AHKFPPHE_02595	CDS	1365	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AHKFPPHE_02596	CDS	354				IS21 family transposase ISSpu5
AHKFPPHE_02597	CDS	330				IS21 family transposase ISPpu7
AHKFPPHE_02598	CDS	246				hypothetical protein
AHKFPPHE_02599	CDS	807				hypothetical protein
AHKFPPHE_02600	CDS	702	pphB_1	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
AHKFPPHE_02601	CDS	471				hypothetical protein
AHKFPPHE_02602	CDS	288				hypothetical protein
AHKFPPHE_02603	CDS	633				hypothetical protein
AHKFPPHE_02604	CDS	318				hypothetical protein
AHKFPPHE_02605	CDS	1248				hypothetical protein
AHKFPPHE_02606	CDS	2364				hypothetical protein
AHKFPPHE_02607	CDS	3348				hypothetical protein
AHKFPPHE_02608	CDS	294				hypothetical protein
AHKFPPHE_02609	CDS	294				hypothetical protein
AHKFPPHE_02610	CDS	1209	xerC_6			Tyrosine recombinase XerC
AHKFPPHE_02611	CDS	240				hypothetical protein
AHKFPPHE_02612	CDS	255				hypothetical protein
AHKFPPHE_02613	CDS	339				hypothetical protein
AHKFPPHE_02614	CDS	663				hypothetical protein
AHKFPPHE_02615	CDS	3156				hypothetical protein
AHKFPPHE_02616	CDS	1008				hypothetical protein
AHKFPPHE_02617	CDS	1056				hypothetical protein
AHKFPPHE_02618	CDS	1146				hypothetical protein
AHKFPPHE_02619	CDS	1713				hypothetical protein
AHKFPPHE_02620	CDS	327				hypothetical protein
AHKFPPHE_02621	CDS	1254	intA_1		COG0582	Prophage integrase IntA
AHKFPPHE_02622	CDS	225				hypothetical protein
AHKFPPHE_02623	CDS	1506				hypothetical protein
AHKFPPHE_02624	CDS	1155				hypothetical protein
AHKFPPHE_02625	CDS	240				hypothetical protein
AHKFPPHE_02626	CDS	468				hypothetical protein
AHKFPPHE_02627	CDS	240				hypothetical protein
AHKFPPHE_02628	CDS	324				hypothetical protein
AHKFPPHE_02629	CDS	606				hypothetical protein
AHKFPPHE_02630	CDS	690	pphB_2	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
